customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
1121-ZUYPD,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.55,973.39,Yes,0-12 months
8326-KYEZM,Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.11,68.41,No,0-12 months
4499-WCDJI,Male,No,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.57,12.89,No,0-12 months
4468-ALKUH,Male,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.88,408.93,No,13-24 months
8769-WNNTW,Female,No,Yes,Yes,51,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.49,3183.33,Yes,49+ months
2904-VYSTX,Female,No,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.5,6155.48,No,49+ months
1027-UUQFN,Female,No,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),88.74,3097.64,No,25-48 months
3832-FEMPU,Female,No,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,1134.23,No,0-12 months
6758-JZMSP,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.29,535.12,Yes,0-12 months
4536-PNPXO,Male,No,No,No,5,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),54.63,278.68,No,0-12 months
4914-EXXKB,Female,No,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.7,610.54,No,13-24 months
3642-ZZQSL,Female,No,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,79.52,1191.06,No,13-24 months
2619-WYELP,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,84.72,1275.83,No,13-24 months
2728-BJBYJ,Female,Yes,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.91,755.35,No,0-12 months
2713-AELQY,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.56,433.75,No,13-24 months
1114-RMVCU,Female,Yes,Yes,No,22,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,86.94,1900.89,No,13-24 months
1425-NHJBM,Male,No,No,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.31,3686.06,No,49+ months
5106-XAZJM,Male,No,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,76.62,2600.43,No,25-48 months
9795-DUJLN,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.0,758.13,No,0-12 months
5801-SKUGR,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.21,253.87,No,0-12 months
9973-GVGWI,Female,Yes,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.47,453.13,Yes,0-12 months
2341-LFZXG,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.27,326.83,Yes,0-12 months
9707-PGHHT,Male,No,No,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),73.26,149.4,No,0-12 months
7457-YCISM,Female,No,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,96.22,0.0,Yes,0-12 months
3086-TUOSB,Male,No,No,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,63.28,765.06,Yes,0-12 months
4047-WWHMA,Female,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.89,1786.33,No,49+ months
9471-JUXIB,Male,No,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.43,481.25,No,13-24 months
8602-VYNJJ,Female,No,Yes,Yes,32,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.69,2269.28,No,25-48 months
8181-MFUMC,Male,No,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.19,432.96,No,0-12 months
6371-TMWWS,Female,No,No,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,84.63,936.21,No,0-12 months
7223-DCOOR,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.24,74.06,No,0-12 months
8091-EHYWJ,Female,Yes,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,45.91,380.07,Yes,0-12 months
2248-KCUCO,Female,No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.35,1852.01,No,49+ months
5848-RHWMJ,Male,Yes,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),52.16,826.77,Yes,13-24 months
4138-TNMCM,Female,Yes,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,97.14,479.63,Yes,0-12 months
4768-WIYPW,Male,No,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),74.63,1953.64,No,25-48 months
6558-HLZLS,Male,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.25,1305.43,No,0-12 months
6335-QOVRG,Female,No,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.74,2802.13,No,25-48 months
4660-SPKZE,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.95,136.26,No,0-12 months
3720-PEYYG,Female,Yes,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),89.85,1530.05,Yes,13-24 months
4357-IDSTO,Female,No,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.59,1835.57,No,25-48 months
2958-XREUY,Male,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,92.79,4270.12,Yes,25-48 months
9540-MCFZL,Female,No,No,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.53,857.81,No,0-12 months
2204-RRDTW,Female,No,No,Yes,32,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,54.04,1739.39,No,25-48 months
9923-NAKVI,Female,No,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,62.32,4490.25,Yes,49+ months
6905-EJOJP,Female,No,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.08,831.81,No,13-24 months
6859-DHFWK,Male,Yes,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.98,842.94,No,25-48 months
8320-MSKBC,Male,No,Yes,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,1337.1,No,13-24 months
1535-MYJEX,Male,No,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,88.59,3273.61,No,25-48 months
8114-WNYTO,Female,Yes,No,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.37,6466.56,No,49+ months
1712-HOWAB,Male,No,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.28,529.56,No,25-48 months
7472-UQIAH,Female,No,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),88.93,367.75,No,0-12 months
6124-KFQRW,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.12,155.66,No,0-12 months
3449-EYESM,Female,No,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.34,3378.29,No,25-48 months
3253-ZHCDJ,Male,No,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,62.84,454.6,No,0-12 months
2086-WLTTO,Female,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.61,4882.1,Yes,49+ months
8084-LHVVI,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,510.76,No,0-12 months
5467-IQYAW,Male,No,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,86.26,5007.6,No,49+ months
9709-GIJDP,Female,No,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.66,3770.07,No,25-48 months
6928-CZIQN,Male,No,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,51.49,2633.04,No,49+ months
7532-ZUAAC,Male,Yes,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),103.85,618.94,Yes,0-12 months
6384-WFIDT,Male,No,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,93.24,4652.55,Yes,49+ months
1303-WFTWN,Female,No,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.77,466.61,No,13-24 months
6724-IGRJB,Male,No,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.99,155.46,No,0-12 months
5133-WITHJ,Female,No,No,Yes,64,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.54,4334.38,No,49+ months
7671-OMRFT,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.77,436.73,Yes,0-12 months
9855-IRGWX,Male,No,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.72,407.76,Yes,0-12 months
3588-EKMCA,Male,No,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.05,2775.16,Yes,25-48 months
4186-RFWJG,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.1,1613.53,No,13-24 months
3987-HMRNK,Female,Yes,No,No,55,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.57,3664.2,No,49+ months
1780-VJLAR,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),84.82,670.95,No,0-12 months
5492-YXDFR,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.51,59.38,Yes,0-12 months
6979-EREGW,Female,No,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.11,6425.08,No,49+ months
9392-CLTYN,Female,No,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.55,540.76,No,0-12 months
7664-LDEIG,Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.17,227.36,No,0-12 months
1365-TVQAY,Male,No,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),57.25,4118.15,No,49+ months
9366-XOAOB,Male,No,Yes,Yes,19,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.83,1495.86,No,13-24 months
1956-DQPRU,Female,No,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,86.8,251.89,No,0-12 months
5911-HFVTB,Male,Yes,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,100.3,4306.82,No,25-48 months
7005-UFFMA,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.41,5344.0,No,49+ months
2140-XIVLL,Female,Yes,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),63.73,3246.28,No,49+ months
6209-DSPZL,Male,No,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.31,131.06,No,0-12 months
5735-DIGJM,Male,No,Yes,No,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),56.03,48.09,No,0-12 months
7471-TJJHT,Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.36,225.88,No,0-12 months
5270-AOXQM,Female,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,101.4,1015.05,No,0-12 months
1034-WSXEC,Female,No,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),82.0,980.4,No,0-12 months
4380-EXIFP,Male,No,Yes,Yes,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,67.87,2563.85,No,25-48 months
3153-PCRKS,Female,No,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,85.61,0.0,No,0-12 months
9056-WOKYV,Male,No,No,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,65.73,1721.3,No,25-48 months
3871-JICWI,Male,No,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.81,6264.18,No,49+ months
3970-MZHFH,Male,No,Yes,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),64.83,773.68,No,0-12 months
9791-XLADW,Male,Yes,Yes,Yes,15,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,84.16,1263.3,No,13-24 months
6626-QSSVE,Female,Yes,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,93.52,2134.99,No,13-24 months
3811-KGCKQ,Male,No,Yes,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,61.93,492.06,No,0-12 months
2386-OSHPU,Female,Yes,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.2,2376.7,No,25-48 months
4842-XFCEA,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.17,304.24,Yes,0-12 months
2685-NLMNY,Male,No,Yes,No,1,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,60.64,73.41,No,0-12 months
3422-MXFUO,Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.09,3420.59,Yes,25-48 months
9827-VWPIH,Male,No,No,No,4,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),73.25,300.96,No,0-12 months
6390-GXQPX,Male,Yes,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.72,935.35,Yes,25-48 months
9618-GKBBF,Female,No,No,No,49,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),59.39,2935.83,No,49+ months
5254-XWTPN,Female,No,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,65.03,68.32,No,0-12 months
2041-YDCHD,Female,No,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.45,2502.83,No,25-48 months
2302-OMNNE,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.8,742.52,No,13-24 months
3564-VMDRF,Male,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),85.18,1951.63,No,13-24 months
6404-ECTCC,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.86,163.5,No,0-12 months
6587-BTZRJ,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.1,6.54,No,0-12 months
1244-GTZVN,Female,No,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.54,145.69,No,0-12 months
6971-PFQFV,Female,No,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.99,563.88,No,0-12 months
8505-JJIVO,Male,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.16,1181.28,Yes,0-12 months
3204-GRBBZ,Male,No,No,No,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.28,3246.91,Yes,49+ months
1984-STAQT,Female,No,No,No,27,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,54.6,1485.84,No,25-48 months
6713-HMDSC,Male,No,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.56,0.0,No,0-12 months
4045-FVFXH,Female,No,No,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.09,3780.98,No,49+ months
1376-QJXES,Female,No,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.44,2651.79,No,25-48 months
3794-JCVXJ,Male,Yes,No,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.23,1628.7,No,13-24 months
2051-IEUQF,Male,No,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.61,380.53,No,13-24 months
7762-EGGDU,Female,No,Yes,Yes,64,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.66,4385.22,No,49+ months
5841-XRANF,Male,No,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),95.02,1810.97,No,13-24 months
2171-ZCPPG,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.36,310.13,No,13-24 months
3343-DLLJL,Male,No,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.11,3053.77,No,25-48 months
3602-OFKBX,Male,No,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.37,540.11,No,13-24 months
9277-IKPMM,Male,No,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,62.89,382.38,No,0-12 months
9821-RUYAT,Male,No,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,93.72,6740.48,No,49+ months
4613-SQAAQ,Female,No,Yes,No,7,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,47.36,323.71,No,0-12 months
3588-BKUBT,Female,No,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.56,729.49,No,25-48 months
1833-PTITU,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.13,444.3,No,13-24 months
2347-XMOTB,Female,No,Yes,No,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,66.72,218.86,No,0-12 months
1403-RYXIT,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.48,6657.49,Yes,49+ months
5288-CWQKX,Female,Yes,Yes,No,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,68.72,637.38,No,0-12 months
9116-LKMOY,Male,No,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.61,578.69,No,25-48 months
4571-YQLST,Female,Yes,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.81,832.45,No,25-48 months
1592-VMPTT,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.57,347.32,No,0-12 months
1496-EIVXD,Male,No,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,76.12,546.71,No,0-12 months
8016-PGNNG,Male,Yes,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,69.27,83.85,No,0-12 months
9559-RFGSH,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,73.81,5331.27,No,49+ months
2728-QZSVG,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.26,646.61,No,13-24 months
3173-FUFAJ,Male,No,No,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,73.5,2210.93,No,25-48 months
9839-GIAZY,Male,No,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.71,980.82,No,13-24 months
6873-FKETD,Male,No,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.97,681.47,No,0-12 months
4847-JCMQE,Female,Yes,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.53,5798.41,No,49+ months
4964-DRNXK,Male,No,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,77.24,5557.29,No,49+ months
5188-ZIMZQ,Female,No,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,101.86,4799.33,No,25-48 months
4329-FZGBX,Female,No,No,No,59,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,73.1,4306.03,No,49+ months
2260-JPIHY,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.08,621.14,No,13-24 months
5270-VGVWS,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,104.69,1156.56,Yes,0-12 months
3312-SBGVS,Female,No,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,82.63,824.53,No,0-12 months
2350-FANAY,Female,No,No,Yes,65,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.25,4633.18,Yes,49+ months
8323-RQBHU,Female,No,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),78.5,5651.23,No,49+ months
7486-WBPDB,Male,No,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.57,358.11,Yes,13-24 months
8664-BVNTG,Female,Yes,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,406.75,No,13-24 months
2009-MLBLF,Male,No,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),83.64,3238.42,No,25-48 months
3272-UAOPV,Male,No,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,70.08,2036.92,No,25-48 months
2542-VNYSX,Female,No,No,No,48,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),49.1,2367.2,No,25-48 months
1282-WMULA,Female,No,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.41,455.3,No,13-24 months
2882-LDOYP,Female,No,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,93.19,1871.97,No,13-24 months
4790-HSORK,Male,No,Yes,No,11,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.61,774.41,No,0-12 months
3592-IWLBK,Male,No,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),66.97,83.69,No,0-12 months
5749-BOUWU,Male,No,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65.2,59.67,No,0-12 months
9497-NULJN,Female,Yes,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,57.7,174.31,Yes,0-12 months
